YDf95gJZaq05wvo7hTQbbQ, Richmond Town Square, , 691 Richmond Rd, Richmond Heights, OH, 44143, 41.5417162, -81.4931165, 2.0, 17, [ Shopping. Shopping Centers.]
nWAN1_uxgCGNhdArngSGfw, Golf Galaxy, , 1547 Golden Gate Plz, Mayfield Heights, OH, 44124, 41.519549, -81.4498892, 4.0, 3, [ Outdoor Gear. Sports Wear. Golf Equipment. Sporting Goods. Fashion. Shopping.]
vEsAPc0fEDP1YPeSQanxfQ, Steak 'n Shake, , 5300 Abbe Rd, Elyria, OH, 44035, 41.420655, -82.077622, 2.5, 27, [ Diners. Breakfast & Brunch. Restaurants. Burgers. Fast Food. American (New).]
PM6nMLKgCPsW-1ukrbnDvg, Giant Eagle, , 230 Howe Ave, Cuyahoga Falls, OH, 44222, 41.1174634559, -81.4833845194, 3.0, 10, [ Grocery. Food.]
Q7Xw5YbS4wN7sdqZRsq4vQ, Cardstore, Brooklyn, 1 American Rd, Cleveland, OH, 44144, 41.4375, -81.7636255, 2.5, 8, [ Event Planning & Services. Cards & Stationery. Arts & Crafts. Flowers & Gifts. Shopping.]
bGSVy6nFFzpRMERVta3JiQ, San Francisco Stir Fry, , 7271 Center St, Mentor, OH, 44040, 41.6729943, -81.339388, 4.0, 24, [ Vegetarian. Restaurants. Asian Fusion. Gluten-Free.]
wkhxaIt6S9bQ0twAD9Svpw, Giuseppes Pizza & Subs, , 728 Richmond Rd, Cleveland, OH, 44143, 41.5408137, -81.4976768, 3.5, 6, [ Restaurants. Pizza.]
RlgWYfIPUvafq8eoWoIVKw, Animal Hospital, , 2735 Som Center Rd, Willoughby, OH, 44094, 41.588334, -81.438977, 2.5, 6, [ Pet Services. Pet Groomers. Pet Boarding/Pet Sitting. Pets. Veterinarians. Pet Training.]
fNV-Fd_bNmny8RrHCRWKMQ, Moe's Bar, Playhouse Square, 1640 Walnut Ave, Cleveland, OH, 44114, 41.5039273, -81.6807724, 4.5, 3, [ Pool Halls. Dive Bars. Bars. Nightlife.]
TRgT7-WCdqKZWzMshEzk9g, American Croatian Lodge, , 34900 Lakeshore Blvd, Eastlake, OH, 44095, 41.6627416, -81.4411027, 3.0, 6, [ Event Planning & Services. Bakeries. Caterers. Party & Event Planning. Public Services & Government. Restaurants. Food. Venues & Event Spaces. Italian. Community Centers.]
ZPbyFnK_gW7Ap08IhyTxWQ, Eastlake Barber Shop, , 35475 Vine St, Eastlake, OH, 44095, 41.643255, -81.435388, 4.0, 5, [ Barbers. Beauty & Spas.]
hqjBvbNvrAp82Av1RXvkyA, Rachel Liberati - Howard Hanna, , 41 N Main St, Chagrin Falls, OH, 44022, 41.4308451, -81.3919544, 5.0, 6, [ Real Estate. Home Services. Real Estate Agents.]
ky4AyA_y6gx20tf95mZxSA, Bass Lake Taverne Inn, , 426 South St, Chardon, OH, 44024, 41.570459, -81.204205, 3.5, 39, [ Bed & Breakfast. Event Planning & Services. Hotels & Travel. Hotels. Restaurants. Diners.]
xK4ZY4t88g9LD_SHMaQ3VA, Dairy Queen, , 12152 Pearl Rd, Strongsville, OH, 44136, 41.3239718, -81.8373343, 3.5, 6, [ Food. Ice Cream & Frozen Yogurt.]
L_YeE3xGRKKrQlsJ_-95qA, Pokrova Ukrainian Parish & Banquet Hall, , 6812 Broadview Rd, Cleveland, OH, 44134, 41.3800192, -81.6847822, 3.5, 3, [ Venues & Event Spaces. Event Planning & Services. Party & Event Planning.]
2xcnolaD9e6voXJnrbu_Hg, B.A. Sweetie Candy, , 6770 Brookpark Rd, Cleveland, OH, 44129, 41.420046, -81.731944, 4.0, 49, [ Specialty Food. Food. Candy Stores.]
VUb97h3RTg6InKdfgB49Bw, Happy Dog at the Euclid Tavern, , 11625 Euclid Ave, Cleveland, OH, 44106, 41.5111069, -81.6026252, 4.0, 70, [ Restaurants. Bars. Arts & Entertainment. Nightlife. Hot Dogs. American (Traditional). Music Venues. Dive Bars.]
yMS8XMDf5vZLtE-rNZa63Q, Pine Hills Golf Club, , 433 W 130th St, Hinckley, OH, 44233, 41.2644465, -81.7849574, 4.0, 4, [ Active Life. Golf.]
LgSmlKSc8zMlcXuwSHVYkg, Verizon, , 9529 State Rte 14, Streetsboro, OH, 44241, 41.2444, -81.356346, 4.5, 3, [ Shopping. Home Services. Electronics. Internet Service Providers. Mobile Phones. Professional Services.]
le4fLtpLE3PdGnqRFr537w, Marco's Pizza, , 23657 Lorain Rd, North Olmsted, OH, 44070, 41.432007, -81.8829151, 3.0, 8, [ Pizza. Restaurants.]
CJaR-hlHZVrFVwNi_3ZNgA, America's Best Value Inn, , 14043 Brookpark Rd, Brook Park, OH, 44142, 41.41781462, -81.7926650773, 1.5, 5, [ Hotels & Travel. Event Planning & Services. Hotels.]
29PlNR05Bh0qUZK0CVS6UA, Tuesday Morning, , 13908 Cedar Rd, Cleveland, OH, 44118, 41.5008913, -81.5392711, 4.5, 4, [ Home Services. Interior Design.]
CtYWpX_cy1YdZgoKtS0Tqg, Happys Pizza, Detroit-Shoreway, 7412 Detroit Ave, Cleveland, OH, 44102, 41.4827824, -81.7362257, 2.0, 17, [ Pizza. Restaurants.]
tbMIW8GSCBgpYOfKlaQXSg, Blossom Music Center, , 1145 W Steels Corners Rd, Cuyahoga Falls, OH, 44223, 41.1913469, -81.5607834, 3.5, 99, [ Arts & Entertainment. Music Venues. Performing Arts. Nightlife.]
G0EJjh-dqJBmSEhQRog-hQ, Swensons Drive-In Restaurants, , 4466 Kent Rd, Stow, OH, 44224, 41.1549076, -81.4009335, 4.5, 76, [ Restaurants. Fast Food. Burgers. Sandwiches.]
0cxO1Lx2Pi7u6ftWX3Wksg, Oinky's Pork Chop Heaven, , 22483 Emery Rd, North Randall, OH, 44128, 41.4352500754, -81.5213585423, 3.0, 3, [ Soul Food. Restaurants.]
F1bwQiPPaKFRXJE20hcaGA, Waggs-N-Whiskers, , 14303 Madison Ave, Lakewood, OH, 44107, 41.4771222, -81.793807, 4.5, 19, [ Pet Boarding/Pet Sitting. Pet Services. Pet Groomers. Pets.]
SNDDcSH1nGrGy85LvMc7TA, Selah Salon, , 17108 Detroit Ave, Lakewood, OH, 44107, 41.4855221164, -81.8159238249, 3.5, 3, [ Hair Stylists. Men's Hair Salons. Hair Salons. Beauty & Spas.]
n8GCGa5gX17Ibix5VsGMuw, Popeyes Louisiana Kitchen, , 4645 Northfield Rd, Cleveland, OH, 44128, 41.4306838, -81.5249463, 3.5, 3, [ Fast Food. Restaurants. Chicken Wings.]
Tse6B0tklvsQwURxdzTJAQ, Bob's Automotive, Ridge & Memphis, 4215 Ridge Rd, Cleveland, OH, 44144, 41.441818, -81.734912, 5.0, 4, [ Oil Change Stations. Auto Repair. Automotive. Auto Parts & Supplies.]
VgSF_jQ8St7A2DhdafRDCQ, Quicken Loans Arena, Gateway District, One Center Ct, Cleveland, OH, 44115, 41.496880357, -81.6887140274, 4.0, 113, [ Stadiums & Arenas. Arts & Entertainment.]
q1DPrSrM1cbdTnUONdkwpw, Holiday Inn Select-City Centre Lakeshore, Civic Center, 1111 Lakeside Ave E, Cleveland, OH, 44114, 41.5065352, -81.6896137, 2.5, 3, [ Hotels & Travel. Event Planning & Services. Hotels. Caterers.]
OiV3A80k5zD-GCfnuJT5sQ, Phase Line Defense, , , Valley City, OH, 44280, 41.2376644, -81.9312715, 5.0, 3, [ Active Life. Gun/Rifle Ranges. Educational Services. Fitness & Instruction. Education.]
1N1pVa5SYqzopS0wvlAavw, Burger King, , 5725 Heisley Rd, Mentor, OH, 44060, 41.715068, -81.299641, 1.0, 4, [ Burgers. Restaurants.]
3SQU0IgQ6mbV0buzH9XAZA, Tommy's Subs, , 7671 Mentor Ave, Mentor, OH, 44060, 41.6591709677, -81.3673250377, 4.5, 7, [ Sandwiches. Restaurants.]
bGWI4ukY0PlnXzKICDZdGA, Dairy Queen, , 24579 Lorain Rd, North Olmsted, OH, 44070, 41.4266412, -81.8938999, 3.5, 7, [ Food. Restaurants. Burgers. Ice Cream & Frozen Yogurt.]
6zeCTHZkBho2lPn3LuyzDA, Columbia Asian Food & Gift, , 24529 Lorain Rd, North Olmsted, OH, 44070, 41.426828, -81.8942413, 4.5, 5, [ Food. Grocery.]
5sxXLvgc38bn98VcpvRcnQ, Halls Automotive and Towing, , 6451 Avon Belden Rd, North Ridgeville, OH, 44039, 41.3967763335, -82.0179068508, 5.0, 3, [ Towing. Automotive. Auto Repair. Oil Change Stations.]
TkVdq3h0_RYyE7k_7XS32g, Active Runner, , 13500 Pearl Rd, Strongsville, OH, 44136, 41.316147, -81.835855, 4.0, 6, [ Shoe Stores. Fitness & Instruction. Active Life. Fashion. Shopping.]
bRrr2tmhBnE1uGFqmdFUhg, Wendy's, , 1487 Center Rd, Avon, OH, 44011, 41.4672169, -82.0195644, 4.5, 3, [ Restaurants. Fast Food. Burgers.]
8FZftD3Y5jQ2R44EDBqhlA, Cafe Bon Appetit, Quadrangle, 1900 Euclid Ave, Cleveland, OH, 44115, 41.5011857, -81.6774369, 4.5, 40, [ Restaurants. Creperies. Sandwiches. Mediterranean. Food.]
ybjN0J8hmsHKrbYLxRh0jg, Einstein Bros Bagels, , 54 Shopping Plz, Chagrin Falls, OH, 44022, 41.431263, -81.390773, 3.0, 5, [ Food. Coffee & Tea. Restaurants. Bagels.]
WpkuAJfHSIgjppRC-Wnxgg, Brio Tuscan Grille, , 24325 Cedar Rd, Cleveland, OH, 44124, 41.50316, -81.5023265, 2.5, 8, [ Restaurants. Bars. Nightlife. Breakfast & Brunch. Italian.]
Hd84xO3Dx5Wo8e7TZod_Fg, Bay Dental Offices, , 660 Dover Center Rd, Bay Village, OH, 44140, 41.478173, -81.922074, 3.5, 10, [ Dentists. Health & Medical. Oral Surgeons. General Dentistry.]
QemTyuZdtyf0u1NeNHPK7A, Mr. Hero, , 24686 Euclid Ave, Euclid, OH, 44117, 41.5807625, -81.5099927, 2.0, 3, [ Cheesesteaks. Sandwiches. Restaurants.]
b7pkopqvDr7A7S7hlqp6cw, Zeppe's Pizzeria, , 13983 Ridge Rd, North Royalton, OH, 44133, 41.313753, -81.7347511, 3.0, 5, [ Caterers. Specialty Food. Italian. Pasta Shops. Pizza. Wraps. Chicken Wings. Food. Event Planning & Services. Restaurants.]
nFDy5YxDW6Ruj5mZy4cAcg, Streb Electric, , 4124 Polo Park Dr, Willoughby, OH, 44094, 41.639175, -81.381767, 4.5, 6, [ Electricians. Home Services.]
7wQcVTzLQEaksvR3dYs--w, Duke Inspection Services, , , Avon, OH, 44011, 41.4531581, -82.008014, 5.0, 4, [ Home Services. Home Inspectors.]
_4XNJwfU8UXjuwz1a7UZvA, Totally Tan, , 5796 Ridge Rd, Cleveland, OH, 44129, 41.4050281598, -81.7347568274, 5.0, 5, [ Tanning Beds. Spray Tanning. Skin Care. Tanning. Beauty & Spas. Hair Salons.]
Xm59-c_zJPkVFwaOVIA_NQ, The Rookery, , 10110 Cedar Rd, Chesterland, OH, 44026, 41.4997563, -81.2779627, 4.5, 3, [ Active Life. Parks. Hiking.]
q6EN2mO1LP9DPBWYlCC52g, Joyce Factory Direct, , 1125 Berea Industrial Pkwy, Berea, OH, 44017, 41.3691928, -81.8891127, 1.0, 4, [ Contractors. Windows Installation. Door Sales/Installation. Home Services. Roofing.]
YNI26xBkdOzI1TMGmIcEaw, Taco Bell Cantina, Gateway District, 200 Euclid Ave, Cleveland, OH, 44114, 41.4993104059, -81.6915189047, 4.0, 17, [ Mexican. Restaurants. Fast Food.]
XWNbd_RDR4lIzf_XlnUqpg, PIZZAFIRE, , 7725 W Ridgewood Dr, Parma, OH, 44129, 41.3835476503, -81.7392260581, 2.5, 16, [ Pizza. Restaurants. Salad.]
MFvUymU0mdNty4kBsUsw0w, All City Candy, , 746 Richmond Rd, Richmond Heights, OH, 44143, 41.5403295, -81.497185, 4.0, 11, [ Candy Stores. Specialty Food. Food.]
MTsIckdo3_uKuqk3B4zuKA, Cleveland Pickle, Gateway District, 850 Euclid Ave, Cleveland, OH, 44114, 41.4997778, -81.6870284, 4.0, 118, [ Restaurants. Specialty Food. Food. Sandwiches.]
a70yZ7lONw4sd128WMjPNg, Cone Heads, , 3801 E 131st St, Cleveland, OH, 44120, 41.4554046, -81.5909121, 4.5, 3, [ Ice Cream & Frozen Yogurt. Food.]
C_oejk3EzfsxP7-owQDkbQ, Camp Bow Wow Westlake, , 863 Bradley Rd, Westlake, OH, 44145, 41.4750008, -81.9594497, 4.0, 18, [ Pet Boarding/Pet Sitting. Pets. Pet Services.]
BeqWMUzFZCqz8na056XFTQ, Giovanni's Pizza, , 2936 Grove Ave, Lorain, OH, 44055, 41.444172, -82.1200009, 4.0, 19, [ Restaurants. Pizza.]
ammRWdxfrQomDfkGP8Wdpg, A To Z, , 4488 Mayfield Rd, Cleveland, OH, 44121, 41.5197017, -81.518418, 3.5, 3, [ Local Services. IT Services & Computer Repair.]
IeMtrPFpMzcUUCWw1q1yAA, Becker's Donuts & Bakery, South Broadway, 4106 E 71st St, Cleveland, OH, 44105, 41.446921, -81.6390674, 5.0, 6, [ Food. Donuts. Bakeries.]
pAQ9pzBBPEgh9NjnrRmVqQ, Ganley BMW, , 6976 Pearl Rd, Middleburg Heights, OH, 44130, 41.3768857, -81.7952354, 3.0, 6, [ Automotive. Auto Detailing. Auto Repair. Car Dealers.]
iDccyOZIxwoX9mLQoNEEtg, Dunkin' Donuts, , 6353 Som Center Rd, Solon, OH, 44139, 41.3862305, -81.4372292, 2.0, 11, [ Bakeries. Donuts. Food. Coffee & Tea.]
KooZavGXD_mQEdIRYKQONw, Fantasy Candies, , 5338 Mayfield Rd, Lyndhurst, OH, 44124, 41.5195266, -81.4869064, 4.5, 3, [ Beer. Wine & Spirits. Specialty Food. Candy Stores. Food.]
Ptt-yybpQFjnBfEMFaanHw, Forever Twenty-One, , 204 Great Northern Mall, North Olmsted, OH, 44070, 41.4151487, -81.9019791, 3.5, 6, [ Accessories. Women's Clothing. Fashion. Shopping.]
UgWVMUWFrr6bt3NSfuKrGQ, Guys Pizza Co, , 1838 Coventry Rd, Cleveland Heights, OH, 44118, 41.5092215, -81.5802228, 2.0, 50, [ Restaurants. Chicken Wings. Pizza. Burgers.]
pbL2-Gej2_lSPXQ-Hn71uA, Dubrovnik Garden Restaurant, , 34900 Lake Shore Blvd, Eastlake, OH, 44095, 41.6626838, -81.4409909, 3.5, 15, [ Modern European. Italian. Restaurants.]
2AS4HuJJHTBG6R8D9ldrdA, Seoul Garden Korean Restaurant, , 2559 State Rd, Cuyahoga Falls, OH, 44223, 41.1433504, -81.5081147, 4.0, 55, [ Korean. Restaurants.]
_4Tus-IHFA4ErdNg32yvBQ, Wendy's, , 29778 Detroit Rd, Westlake, OH, 44145, 41.4643579, -81.9505965, 2.5, 6, [ Burgers. Fast Food. Restaurants.]
TW6A7M0j0R9hp1zYpxz2FQ, District, Gateway District, 1350 Euclid Ave, Cleveland, OH, 44115, 41.5002333552, -81.6814938294, 3.5, 87, [ American (New). Brasseries. Restaurants.]
WYxSlAMiQ2NB7Ns8NKTTAw, Angie's Pizza, , 6120 Royalton Rd, North Royalton, OH, 44133, 41.3147979, -81.7262513, 4.0, 15, [ Restaurants. Pizza.]
XfxD1quRd8DhNwL1ZHwjMw, McDonald's, , 18228 Sloane Ave, Lakewood, OH, 44107, 41.486463, -81.824894, 2.0, 3, [ Restaurants. Fast Food.]
k3No0v1HCAxqCSBaYe0B6A, Little Shop of Holly's, , 682 W Bagley Rd, Berea, OH, 44017, 41.3730334, -81.8776493, 5.0, 3, [ Shopping. Flowers & Gifts. Florists.]
eqdmPZ7Gz2H1QEO3FtQ0OA, Walmart Supercenter, , 34440 Vine St, Eastlake, OH, 44095, 41.640275, -81.44469, 2.0, 4, [ Drugstores. Shopping. Discount Store. Grocery. Food. Fashion. Department Stores.]
uYGccFiK5EdKBV0W33eGoA, On Air Studio, , 1075 Old River Rd, Cleveland, OH, 44113, 41.4996286, -81.7063886, 5.0, 5, [ Nightlife. Bars. Restaurants. Music Venues. Arts & Entertainment.]
X_gF4uehOe7pWCSynI80vQ, The Fear Experience Haunted House, , 10701 Brookpark Rd, Cleveland, OH, 44130, 41.416618, -81.75901, 3.0, 22, [ Active Life. Amusement Parks. Haunted Houses. Arts & Entertainment.]
-OsPCfouYyJ3vjgOKBtzGA, Brubaker's Pub, , 5823 Darrow Rd, Hudson, OH, 44236, 41.2236728, -81.4394066, 3.0, 5, [ Bars. Restaurants. Nightlife. Pubs.]
nxDJYA1J1gAxo3r4ySZ6iA, Target, , 20900 Westgate Mall, Cleveland, OH, 44126, 41.4581127729, -81.8506513154, 2.5, 15, [ Shopping. Fashion. Department Stores.]
GYHaejDRFdUgyRm8X_g8rg, Shay's, Goodrich Kirtland, 4007 Saint Clair Ave, Cleveland, OH, 44103, 41.5167028, -81.664173, 4.0, 19, [ Restaurants. American (New).]
eUrFjzkC2qcX6Hwh1RN5VQ, Aldi, , 18324 Bagley Rd, Cleveland, OH, 44130, 41.372736, -81.829656, 3.5, 3, [ Food. Grocery.]
8TapxIxtzS8OzIIMpdqWjw, The Red Twig, , 5245 Darrow Rd, Hudson, OH, 44236, 41.2094097, -81.4402268, 5.0, 4, [ Flowers & Gifts. Florists. Event Planning & Services. Shopping.]
VGRn5KgYKMkqdIKtBUzQQA, Wahlburgers, Gateway District, 2105 Ontario St, Cleveland, OH, 44115, 41.497812, -81.691629, 3.0, 66, [ Burgers. Restaurants. American (Traditional).]
C2hutpJKiLqHDrk729hVBw, Walmart Supercenter, , 4380 Leavitt Rd, Lorain, OH, 44053, 41.4297984903, -82.2080827095, 3.0, 10, [ Shopping. Food. Fashion. Discount Store. Grocery. Drugstores. Department Stores.]
0KQJYTJuX4qDE-8dRqNl6w, Roundup Lake, , 3392 State Route 82, Mantua, OH, 44255, 41.3089006, -81.2716644, 4.0, 8, [ Campgrounds. Hotels & Travel.]
cZoAwcHy5Ocqwj2R5fjFIA, Plevris Auto Service, , 3902 Copley Rd, Copley, OH, 44321, 41.098462, -81.6561119, 3.0, 4, [ Auto Parts & Supplies. Body Shops. Automotive. Gas Stations. Auto Repair. Towing. Oil Change Stations.]
bpeJppRnqBN09knj9RPSXw, Unique, Ohio City, 3333 Lorain Ave, Cleveland, OH, 44132, 41.480989, -81.7098, 3.0, 35, [ Thrift Stores. Shopping.]
1veVZUawy7IhIc5oDpRRQA, Slyman's Restaurant, Goodrich Kirtland, 3106 Saint Clair Ave NE, Cleveland, OH, 44114, 41.5128706, -81.6712543, 4.5, 361, [ Sandwiches. American (Traditional). Restaurants.]
-Eu04UHRqmGGyvYRDY8-tg, West Side Market, Ohio City, 1979 W 25th St, Cleveland, OH, 44113, 41.4846863, -81.7030619, 4.5, 723, [ Shopping. Food. Seafood Markets. Fruits & Veggies. Ethnic Food. Market Stalls. Farmers Market. Specialty Food. Public Markets. Meat Shops.]
XEfVdOwMa_6NEVUST7--kw, FedEx Office Print & Ship Center, , 21617 Center Ridge Rd, Rocky River, OH, 44116, 41.459296, -81.85867, 3.5, 9, [ Printing Services. Professional Services. Signmaking. Local Services. Shipping Centers.]
N9qQPezv9swXFLPgoMdhOg, IHOP, Tremont, 3511 Steelyard Dr, Cleveland, OH, 44109, 41.4590523, -81.6903909, 2.0, 31, [ American (New). American (Traditional). Restaurants. Breakfast & Brunch.]
10Jk5ilimXrfAq8JJ1gISg, Saigon Grille, Goodrich Kirtland, 3142 Superior Ave, Cleveland, OH, 44114, 41.510746, -81.668848, 3.5, 62, [ Restaurants. Vietnamese.]
7gdMw8EvS8EG6GBjsVjvfw, Eternal Salon & Loft, , 19063 Lake Rd, Rocky River, OH, 44116, 41.4836874, -81.833628, 5.0, 4, [ Hair Stylists. Hair Extensions. Hair Salons. Skin Care. Makeup Artists. Nail Salons. Beauty & Spas.]
6ps3zi4rG3Koa0qS6KaUhg, Shaker Auto Hospital, , 16101 Chagrin Blvd, Cleveland, OH, 44120, 41.4650022, -81.5685263, 3.5, 3, [ Automotive. Towing. Auto Repair. Tires.]
KYW-M0sPLmcr19a6cFR0FA, Penn Station Subs, , 115 N Willow St, Kent, OH, 44240, 41.1543546, -81.35267, 4.0, 5, [ Restaurants. Sandwiches.]
sO5rEKLjpNshsTvSwRRNFQ, Deck, , 11697 State Route 44, Mantua, OH, 44255, 41.3100206, -81.2217445, 3.5, 3, [ Restaurants.]
C_644SSAZ3u8qTqKiWXKwA, Nails Creation, , 8235 Washington St, Chagrin Falls, OH, 44023, 41.4028748367, -81.315466582, 3.0, 8, [ Beauty & Spas. Nail Salons.]
wy80nPpZndd_X6Taz34H5w, Today's Dentistry, Ridge & Memphis, 4301 Ridge Rd, Brooklyn, OH, 44144, 41.43948, -81.7349179, 3.5, 5, [ Dentists. Health & Medical. General Dentistry.]
EhbjmhXUVETZOuDYbO0QJw, Big Creek Pet Hospital, , 16949 Bagley Rd, Cleveland, OH, 44130, 41.3713702, -81.818772, 3.5, 7, [ Pets. Veterinarians.]
xs2HifwTAQcmhnBR_shHrw, Coach, , 183 Main St, Westlake, OH, 44145, 41.4590124, -81.9516477, 3.5, 3, [ Shopping. Fashion. Accessories. Leather Goods.]
t1w3AgvdlXCGAaTTTIEg9w, Gizmos Grille, , 8485 Norwalk Rd, Litchfield, OH, 44253, 41.1678086, -81.9938227, 4.5, 3, [ Diners. Ice Cream & Frozen Yogurt. Food. Restaurants. Burgers.]
0NDbUCHi9YsRwgG3iZO8Kg, Cafe Tandoor, , 96 Barrington Town Sq Dr, Aurora, OH, 44202, 41.320026, -81.348688, 3.5, 32, [ Pakistani. Indian. Restaurants.]
wNMUtWy0SRQu7m3i4FNhYg, Red Robin Gourmet Burgers, , 35858 Detroit Road, Avon, OH, 44011, 41.4610908454, -82.0127861665, 4.0, 29, [ Sandwiches. Restaurants. Burgers. American (Traditional).]
mdA8CBhcfeo9YRI4dCbRJg, Scarvelli Floors, , 36775 Detroit Rd, Avon, OH, 44011, 41.4533304, -82.0327423, 4.5, 3, [ Home Services. Local Services. Carpeting. Carpet Cleaning.]
pcs7jXj_mvuLQq6DQ3Ggcg, Seti's Polish Boys, Ohio City, W 4242 Lorain Ave, Cleveland, OH, 44113, 41.4811796, -81.7110783, 4.5, 31, [ American (Traditional). Restaurants. Street Vendors. Food Stands. Food Trucks. Food. Fast Food. Hot Dogs.]
