YDf95gJZaq05wvo7hTQbbQ, Richmond Town Square, , 691 Richmond Rd, Richmond Heights, OH, 44143, 41.5417162, -81.4931165, 2.0, 17
OiV3A80k5zD-GCfnuJT5sQ, Phase Line Defense, , , Valley City, OH, 44280, 41.2376644, -81.9312715, 5.0, 3
1N1pVa5SYqzopS0wvlAavw, Burger King, , 5725 Heisley Rd, Mentor, OH, 44060, 41.715068, -81.299641, 1.0, 4
3SQU0IgQ6mbV0buzH9XAZA, Tommy's Subs, , 7671 Mentor Ave, Mentor, OH, 44060, 41.6591709677, -81.3673250377, 4.5, 7
bGWI4ukY0PlnXzKICDZdGA, Dairy Queen, , 24579 Lorain Rd, North Olmsted, OH, 44070, 41.4266412, -81.8938999, 3.5, 7
6zeCTHZkBho2lPn3LuyzDA, Columbia Asian Food & Gift, , 24529 Lorain Rd, North Olmsted, OH, 44070, 41.426828, -81.8942413, 4.5, 5
5sxXLvgc38bn98VcpvRcnQ, Halls Automotive and Towing, , 6451 Avon Belden Rd, North Ridgeville, OH, 44039, 41.3967763335, -82.0179068508, 5.0, 3
TkVdq3h0_RYyE7k_7XS32g, Active Runner, , 13500 Pearl Rd, Strongsville, OH, 44136, 41.316147, -81.835855, 4.0, 6
bRrr2tmhBnE1uGFqmdFUhg, Wendy's, , 1487 Center Rd, Avon, OH, 44011, 41.4672169, -82.0195644, 4.5, 3
8FZftD3Y5jQ2R44EDBqhlA, Cafe Bon Appetit, Quadrangle, 1900 Euclid Ave, Cleveland, OH, 44115, 41.5011857, -81.6774369, 4.5, 40
ybjN0J8hmsHKrbYLxRh0jg, Einstein Bros Bagels, , 54 Shopping Plz, Chagrin Falls, OH, 44022, 41.431263, -81.390773, 3.0, 5
WpkuAJfHSIgjppRC-Wnxgg, Brio Tuscan Grille, , 24325 Cedar Rd, Cleveland, OH, 44124, 41.50316, -81.5023265, 2.5, 8
Hd84xO3Dx5Wo8e7TZod_Fg, Bay Dental Offices, , 660 Dover Center Rd, Bay Village, OH, 44140, 41.478173, -81.922074, 3.5, 10
QemTyuZdtyf0u1NeNHPK7A, Mr. Hero, , 24686 Euclid Ave, Euclid, OH, 44117, 41.5807625, -81.5099927, 2.0, 3
b7pkopqvDr7A7S7hlqp6cw, Zeppe's Pizzeria, , 13983 Ridge Rd, North Royalton, OH, 44133, 41.313753, -81.7347511, 3.0, 5
nFDy5YxDW6Ruj5mZy4cAcg, Streb Electric, , 4124 Polo Park Dr, Willoughby, OH, 44094, 41.639175, -81.381767, 4.5, 6
7wQcVTzLQEaksvR3dYs--w, Duke Inspection Services, , , Avon, OH, 44011, 41.4531581, -82.008014, 5.0, 4
_4XNJwfU8UXjuwz1a7UZvA, Totally Tan, , 5796 Ridge Rd, Cleveland, OH, 44129, 41.4050281598, -81.7347568274, 5.0, 5
Xm59-c_zJPkVFwaOVIA_NQ, The Rookery, , 10110 Cedar Rd, Chesterland, OH, 44026, 41.4997563, -81.2779627, 4.5, 3
q6EN2mO1LP9DPBWYlCC52g, Joyce Factory Direct, , 1125 Berea Industrial Pkwy, Berea, OH, 44017, 41.3691928, -81.8891127, 1.0, 4
YNI26xBkdOzI1TMGmIcEaw, Taco Bell Cantina, Gateway District, 200 Euclid Ave, Cleveland, OH, 44114, 41.4993104059, -81.6915189047, 4.0, 17
XWNbd_RDR4lIzf_XlnUqpg, PIZZAFIRE, , 7725 W Ridgewood Dr, Parma, OH, 44129, 41.3835476503, -81.7392260581, 2.5, 16
MFvUymU0mdNty4kBsUsw0w, All City Candy, , 746 Richmond Rd, Richmond Heights, OH, 44143, 41.5403295, -81.497185, 4.0, 11
MTsIckdo3_uKuqk3B4zuKA, Cleveland Pickle, Gateway District, 850 Euclid Ave, Cleveland, OH, 44114, 41.4997778, -81.6870284, 4.0, 118
a70yZ7lONw4sd128WMjPNg, Cone Heads, , 3801 E 131st St, Cleveland, OH, 44120, 41.4554046, -81.5909121, 4.5, 3
C_oejk3EzfsxP7-owQDkbQ, Camp Bow Wow Westlake, , 863 Bradley Rd, Westlake, OH, 44145, 41.4750008, -81.9594497, 4.0, 18
BeqWMUzFZCqz8na056XFTQ, Giovanni's Pizza, , 2936 Grove Ave, Lorain, OH, 44055, 41.444172, -82.1200009, 4.0, 19
ammRWdxfrQomDfkGP8Wdpg, A To Z, , 4488 Mayfield Rd, Cleveland, OH, 44121, 41.5197017, -81.518418, 3.5, 3
IeMtrPFpMzcUUCWw1q1yAA, Becker's Donuts & Bakery, South Broadway, 4106 E 71st St, Cleveland, OH, 44105, 41.446921, -81.6390674, 5.0, 6
pAQ9pzBBPEgh9NjnrRmVqQ, Ganley BMW, , 6976 Pearl Rd, Middleburg Heights, OH, 44130, 41.3768857, -81.7952354, 3.0, 6
iDccyOZIxwoX9mLQoNEEtg, Dunkin' Donuts, , 6353 Som Center Rd, Solon, OH, 44139, 41.3862305, -81.4372292, 2.0, 11
KooZavGXD_mQEdIRYKQONw, Fantasy Candies, , 5338 Mayfield Rd, Lyndhurst, OH, 44124, 41.5195266, -81.4869064, 4.5, 3
Ptt-yybpQFjnBfEMFaanHw, Forever Twenty-One, , 204 Great Northern Mall, North Olmsted, OH, 44070, 41.4151487, -81.9019791, 3.5, 6
UgWVMUWFrr6bt3NSfuKrGQ, Guys Pizza Co, , 1838 Coventry Rd, Cleveland Heights, OH, 44118, 41.5092215, -81.5802228, 2.0, 50
pbL2-Gej2_lSPXQ-Hn71uA, Dubrovnik Garden Restaurant, , 34900 Lake Shore Blvd, Eastlake, OH, 44095, 41.6626838, -81.4409909, 3.5, 15
2AS4HuJJHTBG6R8D9ldrdA, Seoul Garden Korean Restaurant, , 2559 State Rd, Cuyahoga Falls, OH, 44223, 41.1433504, -81.5081147, 4.0, 55
_4Tus-IHFA4ErdNg32yvBQ, Wendy's, , 29778 Detroit Rd, Westlake, OH, 44145, 41.4643579, -81.9505965, 2.5, 6
TW6A7M0j0R9hp1zYpxz2FQ, District, Gateway District, 1350 Euclid Ave, Cleveland, OH, 44115, 41.5002333552, -81.6814938294, 3.5, 87
WYxSlAMiQ2NB7Ns8NKTTAw, Angie's Pizza, , 6120 Royalton Rd, North Royalton, OH, 44133, 41.3147979, -81.7262513, 4.0, 15
XfxD1quRd8DhNwL1ZHwjMw, McDonald's, , 18228 Sloane Ave, Lakewood, OH, 44107, 41.486463, -81.824894, 2.0, 3
k3No0v1HCAxqCSBaYe0B6A, Little Shop of Holly's, , 682 W Bagley Rd, Berea, OH, 44017, 41.3730334, -81.8776493, 5.0, 3
eqdmPZ7Gz2H1QEO3FtQ0OA, Walmart Supercenter, , 34440 Vine St, Eastlake, OH, 44095, 41.640275, -81.44469, 2.0, 4
uYGccFiK5EdKBV0W33eGoA, On Air Studio, , 1075 Old River Rd, Cleveland, OH, 44113, 41.4996286, -81.7063886, 5.0, 5
X_gF4uehOe7pWCSynI80vQ, The Fear Experience Haunted House, , 10701 Brookpark Rd, Cleveland, OH, 44130, 41.416618, -81.75901, 3.0, 22
-OsPCfouYyJ3vjgOKBtzGA, Brubaker's Pub, , 5823 Darrow Rd, Hudson, OH, 44236, 41.2236728, -81.4394066, 3.0, 5
nxDJYA1J1gAxo3r4ySZ6iA, Target, , 20900 Westgate Mall, Cleveland, OH, 44126, 41.4581127729, -81.8506513154, 2.5, 15
GYHaejDRFdUgyRm8X_g8rg, Shay's, Goodrich Kirtland, 4007 Saint Clair Ave, Cleveland, OH, 44103, 41.5167028, -81.664173, 4.0, 19
eUrFjzkC2qcX6Hwh1RN5VQ, Aldi, , 18324 Bagley Rd, Cleveland, OH, 44130, 41.372736, -81.829656, 3.5, 3
8TapxIxtzS8OzIIMpdqWjw, The Red Twig, , 5245 Darrow Rd, Hudson, OH, 44236, 41.2094097, -81.4402268, 5.0, 4
VGRn5KgYKMkqdIKtBUzQQA, Wahlburgers, Gateway District, 2105 Ontario St, Cleveland, OH, 44115, 41.497812, -81.691629, 3.0, 66
C2hutpJKiLqHDrk729hVBw, Walmart Supercenter, , 4380 Leavitt Rd, Lorain, OH, 44053, 41.4297984903, -82.2080827095, 3.0, 10
0KQJYTJuX4qDE-8dRqNl6w, Roundup Lake, , 3392 State Route 82, Mantua, OH, 44255, 41.3089006, -81.2716644, 4.0, 8
cZoAwcHy5Ocqwj2R5fjFIA, Plevris Auto Service, , 3902 Copley Rd, Copley, OH, 44321, 41.098462, -81.6561119, 3.0, 4
bpeJppRnqBN09knj9RPSXw, Unique, Ohio City, 3333 Lorain Ave, Cleveland, OH, 44132, 41.480989, -81.7098, 3.0, 35
1veVZUawy7IhIc5oDpRRQA, Slyman's Restaurant, Goodrich Kirtland, 3106 Saint Clair Ave NE, Cleveland, OH, 44114, 41.5128706, -81.6712543, 4.5, 361
-Eu04UHRqmGGyvYRDY8-tg, West Side Market, Ohio City, 1979 W 25th St, Cleveland, OH, 44113, 41.4846863, -81.7030619, 4.5, 723
XEfVdOwMa_6NEVUST7--kw, FedEx Office Print & Ship Center, , 21617 Center Ridge Rd, Rocky River, OH, 44116, 41.459296, -81.85867, 3.5, 9
N9qQPezv9swXFLPgoMdhOg, IHOP, Tremont, 3511 Steelyard Dr, Cleveland, OH, 44109, 41.4590523, -81.6903909, 2.0, 31
10Jk5ilimXrfAq8JJ1gISg, Saigon Grille, Goodrich Kirtland, 3142 Superior Ave, Cleveland, OH, 44114, 41.510746, -81.668848, 3.5, 62
7gdMw8EvS8EG6GBjsVjvfw, Eternal Salon & Loft, , 19063 Lake Rd, Rocky River, OH, 44116, 41.4836874, -81.833628, 5.0, 4
6ps3zi4rG3Koa0qS6KaUhg, Shaker Auto Hospital, , 16101 Chagrin Blvd, Cleveland, OH, 44120, 41.4650022, -81.5685263, 3.5, 3
KYW-M0sPLmcr19a6cFR0FA, Penn Station Subs, , 115 N Willow St, Kent, OH, 44240, 41.1543546, -81.35267, 4.0, 5
sO5rEKLjpNshsTvSwRRNFQ, Deck, , 11697 State Route 44, Mantua, OH, 44255, 41.3100206, -81.2217445, 3.5, 3
C_644SSAZ3u8qTqKiWXKwA, Nails Creation, , 8235 Washington St, Chagrin Falls, OH, 44023, 41.4028748367, -81.315466582, 3.0, 8
wy80nPpZndd_X6Taz34H5w, Today's Dentistry, Ridge & Memphis, 4301 Ridge Rd, Brooklyn, OH, 44144, 41.43948, -81.7349179, 3.5, 5
EhbjmhXUVETZOuDYbO0QJw, Big Creek Pet Hospital, , 16949 Bagley Rd, Cleveland, OH, 44130, 41.3713702, -81.818772, 3.5, 7
xs2HifwTAQcmhnBR_shHrw, Coach, , 183 Main St, Westlake, OH, 44145, 41.4590124, -81.9516477, 3.5, 3
t1w3AgvdlXCGAaTTTIEg9w, Gizmos Grille, , 8485 Norwalk Rd, Litchfield, OH, 44253, 41.1678086, -81.9938227, 4.5, 3
0NDbUCHi9YsRwgG3iZO8Kg, Cafe Tandoor, , 96 Barrington Town Sq Dr, Aurora, OH, 44202, 41.320026, -81.348688, 3.5, 32
wNMUtWy0SRQu7m3i4FNhYg, Red Robin Gourmet Burgers, , 35858 Detroit Road, Avon, OH, 44011, 41.4610908454, -82.0127861665, 4.0, 29
mdA8CBhcfeo9YRI4dCbRJg, Scarvelli Floors, , 36775 Detroit Rd, Avon, OH, 44011, 41.4533304, -82.0327423, 4.5, 3
pcs7jXj_mvuLQq6DQ3Ggcg, Seti's Polish Boys, Ohio City, W 4242 Lorain Ave, Cleveland, OH, 44113, 41.4811796, -81.7110783, 4.5, 31
fdS9moyk-R84-DgY5xrCRg, San Diego Taco Factory, , 7217 N Aurora Rd, Aurora, OH, 44202, 41.35205359, -81.3845329743, 3.0, 71
8u-QEbebm9aQWigb0dYV3Q, Apartment Movers, Tremont, 2002 Holmden Ave, Cleveland, OH, 44109, 41.467067, -81.69663, 2.0, 6
Sf-ZyFFc4UgdgaGzONgaCA, The Home Depot, Tremont, 3355 Steelyard Dr, Cleveland, OH, 44109, 41.4622763737, -81.6878559165, 3.0, 14
_0HoNaOmi9OEkc0ZY_s8xg, Off Mainstreet Salon, , 7 Clinton St, Hudson, OH, 44236, 41.2427573, -81.4409976, 4.5, 3
-KWHuAnRPvNBIh2yhBC2kg, The Wine Mill, , 4964 Akron Cleveland Rd, Peninsula, OH, 44264, 41.2042747, -81.4954213, 4.5, 42
9BQGpsIRhs9cRHuGh9xuJw, Toko Japanese Steak House, , 1855 State Route 59, Kent, OH, 44240, 41.1554880172, -81.3269842509, 4.0, 36
7CF_UhrnxfwS93Q84LGqeA, Peach Fuzz Waxing and Threading, , 21639 Center Ridge Rd, Rocky River, OH, 44116, 41.458158, -81.859832, 4.5, 7
3zo9nyo6Utlf9dHTJyFHZA, Liberatore Landscape Construction, , 3558 Lee Rd, Shaker Heights, OH, 44120, 41.4629806, -81.5656594, 2.5, 6
KH6AnamatNNCKszLpopjOg, Avon Lake Powerwash, , 33367 Walker Rd, Avon Lake, OH, 44012, 41.493037, -82.045931, 4.5, 4
UDOtLuOHHdYoSzfCFIKHOQ, LL Bean, , 25001 Cedar Rd, Beachwood, OH, 44122, 41.5034878333, -81.500711292, 3.0, 4
MMY4tyVYZFCQjTnJln92HA, Veronia Nail Spa Salon, , 7340 Mentor Ave, Mentor, OH, 44060, 41.6517491, -81.3792634, 4.5, 13
EXr-oKAbgON2bYNinu6cyQ, D&S Automotive Collision & Restyling, , 7588 Tyler Blvd, Mentor, OH, 44060, 41.6676012, -81.3708126, 4.5, 3
B04F5Jvb4JsZdr0Sc9mbgA, Bob Evans, Puritas-Longmead, 13050 Brookpark Rd, Cleveland, OH, 44135, 41.4190169703, -81.7822426558, 3.0, 11
PRrHl-8NqWmK3-YD-4lHMg, Kmart, , 5350 Leavitt Rd, Lorain, OH, 44053, 41.4194911, -82.2118242, 3.0, 6
3zGelxH3dG_KWkqxnGi_8w, Kim's Grocery Store, , 27087 Lorain, North Olmsted, OH, 44070, 41.416198, -81.922112, 5.0, 5
Lkqx5hW5XBRnFGov5uYRrQ, Kmart, , 555 S Ave, Tallmadge, OH, 44278, 41.114032, -81.459692, 1.5, 5
Ra5fI9BEAuWWaLJSfkiCiQ, White Oaks, , 777 Cahoon Rd, Westlake, OH, 44145, 41.4756178, -81.9248229, 3.5, 89
5uZRV3u4n2tbmCAQh9_lpQ, Panera Bread, , 8480 E Washington St, Bainbridge Township, OH, 44023, 41.413695, -81.33986, 2.5, 14
zhvbCfJKuULO6Tgi0MKr_A, Exotic Nail, , 6221 W 130th St, Parma Heights, OH, 44130, 41.394393, -81.783872, 4.5, 16
knJh7agyWMdPyndI9dURjw, Zócalo Tequilería, Gateway District, 2071 E 4th St, Cleveland, OH, 44115, 41.4987176, -81.6899059, 2.5, 381
CS2gDKEvguDOQoKF_7pejA, Just Cats Hospital, , 4125 Mayfield Rd, Cleveland, OH, 44121, 41.5209278, -81.5316614, 4.0, 6
tZOr1d79vMvUV5XQBmcYdw, Sugarcreek Restaurant, , 5196 Detroit Rd, Sheffield, OH, 44054, 41.4240233938, -82.0801858306, 4.0, 44
QQ-B-dI3UyhEGWb6XF1gRw, Salon Lofts, , 3161 Westgate Shopping Mall, Rocky River, OH, 44116, 41.461123, -81.849747, 5.0, 3
HJx0usnyVijOom2q73xGIA, Crocker Park, , 189 Crocker Park Blvd, Westlake, OH, 44145, 41.4596536855, -81.9519245625, 4.0, 87
0C6HzjH6fa6jcdMQ94V1fA, Holiday Inn Express Oakwood Village, , 23303 Oakwood Commons Dr, Oakwood Village, OH, 44146, 41.3678351, -81.508705, 1.5, 9
1D7U-KEvoQDqWJNiYTNbZg, Rise and Dine Cafe, , 12769 Chillicothe Rd, Chesterland, OH, 44026, 41.5212649, -81.3379849, 4.0, 30
AQZ-fhfucgl5y91zniH9og, Kendall Cliffs Climbing Gym, , 60 Kendall Park Rd, Peninsula, OH, 44264, 41.219688, -81.492836, 3.5, 16
hm_lWW561BTbYZRkXqbKVg, Marriott Courtyard Cleveland Beachwood, , 3695 Orange Pl, Beachwood, OH, 44122, 41.458844, -81.487303, 3.5, 15
alqFu4ckFNaQHAbS9503sw, My Plumber, , 8775 East Ave, Mentor, OH, 44060, 41.6850964, -81.32611, 4.5, 3
_jhWVxhU0WfJl_Wb1OdcUg, A Gallery West, , 20370 Center Ridge Rd, Rocky River, OH, 44116, 41.463985, -81.846716, 5.0, 3
cEcTtJIc0h3rRuJWoTgcMg, Martin's Deli, , 20505 Detroit Rd, Rocky River, OH, 44116, 41.476146, -81.847546, 3.5, 8
wiT9u9v40GOYGadCg_YKgg, Marshall's Department Store, , 20940 Westgate, Cleveland, OH, 44126, 41.4581481, -81.8516495, 3.5, 9
zzSYBWuv_fXGtSgsO-6_1g, Bowl Of Pho, , 27339 Chagrin Blvd, Woodmere, OH, 44122, 41.4633454, -81.4854769, 3.5, 137
fY3o3icZKFAYj6zcj4EHUg, La-Z-Boy Furniture Galleries, , 7793 Mentor Ave, Mentor, OH, 44060, 41.6613782, -81.3626971, 1.0, 3
-GOsHrWPC0meDRgkCEgC8w, TWIISTED Burgers & Sushi, , 985 Boardman Aly, Medina, OH, 44256, 41.153419, -81.864609, 4.0, 94
ZrsDrRhx3rnR55dXbiQSzw, Stino Da Napoli, , 19070 Old Detroit Rd, Rocky River, OH, 44116, 41.4830462, -81.83387, 4.0, 63
uxm2CPgLbs98s9OGPu5gXg, Five Guys, , 17695 Bagley Rd, Middleburg Heights, OH, 44130, 41.3714793, -81.8239072, 4.0, 18
uPaToI2LLlWD0BCUFRNi0g, Fairview Laser Wash, , 21050 Lorain Rd, Cleveland, OH, 44126, 41.4466527, -81.8534786, 1.5, 8
tYBx2ooBUk2QfhGaRqJvjQ, Hair Etc, , 14423 Cedar Rd, Cleveland, OH, 44121, 41.5016208279, -81.5203067707, 4.5, 3
Shga7lyRNRFQWoFqTPUQCw, Grazers, , 425 Franklin Ave, Kent, OH, 44240, 41.1503037027, -81.3600497939, 4.5, 35
fSZcgCRJb7gqd3uplDozBw, Dave's Supermarket, , 13130 Shaker Sq, Cleveland, OH, 44120, 41.482767, -81.5910944, 2.5, 6
8x3rDQCKUJfnJSdsU_6Y3g, Sur La Table, , 218 Main St, Westlake, OH, 44145, 41.456738595, -81.9516989904, 4.5, 3
zRBDq7hLQevQXeZAGRkRCA, China King 1, , 375 Lear Rd, Avon Lake, OH, 44012, 41.4943733, -81.9861264, 4.0, 5
-49WY_TEa9ZEcRk_GnuLog, Cracker Barrel Old Country Store, , 5205 Detroit Rd, Sheffield Village, OH, 44054, 41.4258611, -82.0809626, 3.5, 27
zAZVYbSJotzLSbWAt3trcQ, Long Brothers Car Co, West Boulevard, 3280 W 105th St, Cleveland, OH, 44111, 41.4632371, -81.7590223, 1.5, 5
